context,first_c,second_c
2集卡车相撞。1人腿被卡，请民警到场处理。（已通知120，如民警到场无需急救车，请致电120或110。）,救援,(交通事故)
过路司机：轿车全翻，人员情况不明，7-8人围观，（已通知120，若民警到场确认不需急救车，请致电120或110。）,救援,(交通事故)
水泥车，集卡相撞。称集卡掉在河里了，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）,救援,(交通事故)
"路人报警，上址商务车和轿车相撞， 商务车：侧翻，有人被困，伤势不明。 轿车：人没事。 已通知消防 请民警到场处理。（已通知120,如民警到场确认无需急救车，请致电120或110）",救援,(交通事故)
"清扫车 搅拌车撞,搅拌车司机腿部被卡驾驶位内,人还好,请民警到场处理。",救援,(交通事故)
路人报警，货车撞树，1人被卡在车上，人不是很清醒，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）,救援,(交通事故)
"过路司机:2轿车和1依维科相撞。红色轿车车损严重,1驾驶员被卡车内,请民警到场处理。(已通知卫生局，如民警到场确认不用120，请自行通知120或110)",救援,(交通事故)
交通事故，1人被卡,救援,(交通事故)
过路司机报，看到渣土车撞电瓶车，人未从车下出来，人伤严重，（已经通知120，如不需要救护车，请致电120或110）已通知消防,救援,(交通事故)
2集卡相撞，两车事故，后车司机卡在车内，人伤，（已通知卫生局，若民警到场确认不需急救车，请致电120或110）已通知消防，请民警到场处理。,救援,(交通事故)
报警人称一辆别克轿车 底朝天翻车，人员情况不明，请民警到场处理。（已通知120，如民警到场确认无需急救车，请致电120或110）,救援,(交通事故)
路人报警，1轿车在河内，具体人员情况不明，请民警到场处理。 ,救援,(交通事故)
二集卡车相撞。一车车头变形，一人在车内未出来，（已通知120  如民警到场 无需要救护 请致电110 或者120 ）请民警到场处理。,救援,(交通事故)
2集卡追尾 1人被卡在驾驶室内 请民警到场处理。（已通知120到场，请民警到场处置 如无需救护车 请致电120或110）,救援,(交通事故)
路人：轿车单车事故，翻车，没看到人出来，请民警到场处理。（已通知卫生局，若民警到场确认不需急救车，请致电120或110）,救援,(交通事故)
集卡、油罐车相撞，油罐车抛锚，集卡被撞的横过来了，车道全都占用了，影响交通，两车事故，无人伤，未撤离，请民警到场处理。 ,救援,(交通事故)
3货车相撞。2部卡车司机均被卡车内，请民警到场处理。(已通知卫生局，如民警到场确认不用120，请自行通知120或110),救援,(交通事故)
2货车碰擦。1人伤，(已通知卫生局，如民警到场确认不用120，请自行通知120或110)请民警到场处理。903在04：36已处，再次来电称一人被卡加处消防,救援,(交通事故)
一辆卡车撞了两辆轿车，司机已下车，无人伤，其中一辆电瓶轿车冒烟，占了两根车道，请民警到场处理。,救援,(交通事故)
轿车、电瓶车撞，一人（可能已死）被压车下，请民警到场处理。已通知１２０，如民警到场无需１２０，请致电１２０或１１０．（２２６７５）,救援,(交通事故)
交通事故1人被卡 请民警到场处理。,救援,(交通事故)
路人报：轿车单车事故，车头严重变形，一人坐在驾驶室内不动，不影响交通（已通知120，如民警到场无需急救车，请致电120或110。）请民警到场处理。,救援,(交通事故)
过路报，一辆半挂车交通事故（全翻），现掉到地面上，未看到司机，请民警到场处理。(已通知卫生局，如民警到场确认不用120，请自行通知120或110)已通知消防,救援,(交通事故)
报警人称上址至少6-7辆车相撞，人伤不明，有人被卡住，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）,救援,(交通事故)
轿车单车事故 开到桥下面（几十厘米高）人员不清 请民警到场处理。已通知消防 （已通知120，如果民警到场确认无需救护，请联系120或者110）,救援,(交通事故)
客车和电瓶车相撞，1人伤120已到场，请民警到场处理。1人被卡，需要消防 799在11：57已处,救援,(交通事故)
过路司机称看到2集卡相撞。1人被卡 请民警到场处理。通知消防，（已经通知120，如不需要救护车，请致电120或110）,救援,(交通事故)
货车单车事故，1人伤，腿被卡，（已通知120，如民警到场无需急救车，请致电120或110。）,救援,(交通事故)
奔驰轿车、出租车撞。报警人车门打不开，人未被卡，头部流血。出租车冲过去，情况不明。（已通知120，如民警到场不需要救护车，请致电120或110）,救援,(交通事故)
路人报：2轿车相碰，3人伤，车内有2孩子，（已通知120，如果民警到场确认无需救护，请联系120或者110）请民警到场处理。,救援,(交通事故)
上址路上有一卷铁丝 导致4车发生单车事故 有人伤 且其中1轿车上有司机被卡在车内 请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）,救援,(交通事故)
公交车司机称一辆轿车撞到旁边固定物单车事故，司机还在车里没有出来，车头变形，车里还有数人，不清楚是否被卡，造成交通拥堵，请民警到场处理。(已通知120到场，如不需要救护车，请民警电告120或110) ,救援,(交通事故)
看见集卡单车事故现场。车头损坏严重，人员不明，请民警到场处理。（已通知120，如民警到场不需要，请致电120或110）,救援,(交通事故)
轿车单车事故。可能一人被卡，请民警到场处理。（已通知120，如民警到场确认不需急救车，请致电120或110）,救援,(交通事故)
轿车司机报：轿车被集卡与护栏卡在中间，人出不来，人无事，请民警到场处理。,救援,(交通事故)
2货车相撞，2人被卡，已通知消防 已通知120，若民警到场无需120，请电告110或120.,救援,(交通事故)
路过看到3辆集卡相撞。有一辆集卡有1个人出不来，占用两根车道，影响交通 （已通知卫生局，若民警到场确认不需急救车，请致电120或110）,救援,(交通事故)
路人报：大货车撞到路下去了，集装箱还在马路上，人员不明。请民警到场处理。(已通知120，如民警到场无需救护车，请至电110或120）,救援,(交通事故)
土方车、电瓶车相碰，报警人系土方车司机，称压死人，人还在轮胎下（已通知120，如民警到场确认无需急救车，请致电120或110）（请民警携带必要的个人防护装备，并注意自身安全）,救援,(交通事故)
居民报，听到一声巨响，发现两辆轿车碰擦，两车事故，人员情况不明，请民警到场处理。（已通知卫生局，如民警到场后确定无需救护车，请自行致电120或者110） ,救援,(交通事故)
路人报警：土方车侧翻，车内情况不明，请民警到场处理。,救援,(交通事故)
轿车、货车相撞，轿车驾驶室完全被压在货车后面，（已通知120，如民警到场无需急救车，请致电120或110。）请民警到场处理。,救援,(交通事故)
2货车相撞。称一个驾驶员卡在里面，请民警到场处理。通知消防,救援,(交通事故)
轿车单车事故。 车内被困3人 均有意识 但是比较严重  请民警到场处理。(已通知卫生局，如民警到场确认不用120，请自行通知120或110),救援,(交通事故)
路人报 一辆轿车侧翻 人员情况不明 请民警到场处理。 （已通知120，若民警到场确认不需急救车，请致电120或110。） ,救援,(交通事故)
看到黑色苏E牌照轿车全翻，人员不清楚可能在车内，车灯亮着，请民警到场处理。（已通知120，如民警到场无需救护车，请自行致电120或110）已通知消防,救援,(交通事故)
卡车轿车撞  1人被卡 需要消防 民警在场 ,救援,(交通事故)
出租车、轿车相碰，现车内人无法出去，1人伤，120已到场。（589号10：31已处，原地址：）,救援,(交通事故)
"面包车和轿车相撞。面包车全翻，报警人被卡在车内，人无事，门打不开，请民警到场处理。（已通知120,如民警到场确认无需急救车，请致电120或110。）",救援,(交通事故)
